platform,rsa_bits,family,operation,payload_bytes,run_index,ops,total_ms,ms_per_op,throughput_mib_s
windows-mingw64,4096,rsa-oaep,decrypt,32,3,1,140.572000,140.572000,0.000217
windows-mingw64,4096,rsa-oaep,decrypt,32,4,1,139.610500,139.610500,0.000219
windows-mingw64,4096,rsa-oaep,decrypt,32,5,1,140.713400,140.713400,0.000217
windows-mingw64,4096,rsa-oaep,decrypt,32,6,1,135.741100,135.741100,0.000225
windows-mingw64,4096,rsa-oaep,decrypt,32,7,1,137.619000,137.619000,0.000222
windows-mingw64,4096,rsa-oaep,decrypt,32,8,1,137.238800,137.238800,0.000222
windows-mingw64,4096,rsa-oaep,decrypt,32,9,1,156.319000,156.319000,0.000195
windows-mingw64,4096,rsa-oaep,decrypt,32,10,1,177.674000,177.674000,0.000172
windows-mingw64,4096,rsa-oaep,decrypt,32,11,1,178.991500,178.991500,0.000170
windows-mingw64,4096,rsa-oaep,decrypt,32,12,1,174.187000,174.187000,0.000175
windows-mingw64,4096,rsa-oaep,decrypt,32,13,1,172.108500,172.108500,0.000177
windows-mingw64,4096,rsa-oaep,decrypt,32,14,1,150.212500,150.212500,0.000203
windows-mingw64,4096,rsa-oaep,decrypt,32,15,1,139.142500,139.142500,0.000219
windows-mingw64,4096,rsa-oaep,decrypt,32,16,1,135.539000,135.539000,0.000225
windows-mingw64,4096,rsa-oaep,decrypt,32,17,1,141.892600,141.892600,0.000215
windows-mingw64,4096,rsa-oaep,decrypt,32,18,1,148.390500,148.390500,0.000206
windows-mingw64,4096,rsa-oaep,decrypt,32,19,1,160.776000,160.776000,0.000190
windows-mingw64,4096,rsa-oaep,decrypt,32,20,1,170.007600,170.007600,0.000180
windows-mingw64,4096,rsa-oaep,decrypt,32,21,1,170.279100,170.279100,0.000179
windows-mingw64,4096,rsa-oaep,decrypt,32,22,1,174.844400,174.844400,0.000175
windows-mingw64,4096,rsa-oaep,decrypt,32,23,1,134.711200,134.711200,0.000227
windows-mingw64,4096,rsa-oaep,decrypt,32,24,1,143.369500,143.369500,0.000213
windows-mingw64,4096,rsa-oaep,decrypt,32,25,1,137.825100,137.825100,0.000221
windows-mingw64,4096,rsa-oaep,decrypt,32,26,1,139.417900,139.417900,0.000219
windows-mingw64,4096,rsa-oaep,decrypt,32,27,1,135.527500,135.527500,0.000225
windows-mingw64,4096,rsa-oaep,decrypt,32,28,1,136.798900,136.798900,0.000223
windows-mingw64,4096,rsa-oaep,decrypt,32,29,1,167.442600,167.442600,0.000182
windows-mingw64,4096,rsa-oaep,decrypt,32,30,1,140.308100,140.308100,0.000218
windows-mingw64,4096,hybrid,encrypt,104857600,1,1,228.440200,228.440200,437.751324
windows-mingw64,4096,hybrid,encrypt,104857600,2,1,207.292300,207.292300,482.410586
windows-mingw64,4096,hybrid,encrypt,104857600,3,1,222.622200,222.622200,449.191500
windows-mingw64,4096,hybrid,encrypt,104857600,4,1,221.636100,221.636100,451.190036
windows-mingw64,4096,hybrid,encrypt,104857600,5,1,215.314600,215.314600,464.436689
windows-mingw64,4096,hybrid,encrypt,104857600,6,1,208.169900,208.169900,480.376846
windows-mingw64,4096,hybrid,encrypt,104857600,7,1,192.286500,192.286500,520.057310
windows-mingw64,4096,hybrid,encrypt,104857600,8,1,203.596000,203.596000,491.168785
windows-mingw64,4096,hybrid,encrypt,104857600,9,1,212.631400,212.631400,470.297425
windows-mingw64,4096,hybrid,encrypt,104857600,10,1,200.947800,200.947800,497.641676
windows-mingw64,4096,hybrid,encrypt,104857600,11,1,206.563500,206.563500,484.112634
windows-mingw64,4096,hybrid,encrypt,104857600,12,1,209.322700,209.322700,477.731273
windows-mingw64,4096,hybrid,encrypt,104857600,13,1,212.379900,212.379900,470.854351
windows-mingw64,4096,hybrid,encrypt,104857600,14,1,217.970200,217.970200,458.778310
windows-mingw64,4096,hybrid,encrypt,104857600,15,1,219.935600,219.935600,454.678551
windows-mingw64,4096,hybrid,encrypt,104857600,16,1,211.167400,211.167400,473.557945
