platform,algo,input_size_bytes,mode,run,ops,warmup_ms,total_ms,latency_ms_per_op,throughput_mib_s,digest_size_bytes,streaming,compiler,build_type
windows11-mingw64,sha256,104857600,hash,9,100,1000,11655.816200,116.558162,857.940776,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,10,100,1000,15022.688200,150.226882,665.659825,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,11,100,1000,14449.565200,144.495652,692.062347,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,12,100,1000,14574.674700,145.746747,686.121660,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,13,100,1000,14974.534400,149.745344,667.800396,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,14,100,1000,14963.806300,149.638063,668.279166,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,15,100,1000,14255.041500,142.550415,701.506200,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,16,100,1000,14244.828500,142.448285,702.009154,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,17,100,1000,14821.170600,148.211706,674.710539,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,18,100,1000,14827.533600,148.275336,674.420997,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,19,100,1000,15890.495500,158.904955,629.306997,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,20,100,1000,14731.373500,147.313735,678.823329,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,21,100,1000,14703.119000,147.031190,680.127801,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,22,100,1000,14819.574200,148.195742,674.783220,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,23,100,1000,15078.261400,150.782614,663.206436,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,24,100,1000,14605.415000,146.054150,684.677567,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,25,100,1000,14632.332000,146.323320,683.418064,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,26,100,1000,14708.788100,147.087881,679.865665,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,27,100,1000,14778.905300,147.789053,676.640103,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,28,100,1000,16074.693700,160.746937,622.095835,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,29,100,1000,14808.846800,148.088468,675.272027,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,30,100,1000,14655.976300,146.559763,682.315514,32,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,1,100,1000,27988.786700,279.887867,357.285941,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,2,100,1000,28119.112300,281.191123,355.630003,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,3,100,1000,29708.515700,297.085157,336.603824,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,4,100,1000,29520.226900,295.202269,338.750784,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,5,100,1000,29836.420500,298.364205,335.160848,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,6,100,1000,27811.931900,278.119319,359.557906,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,7,100,1000,28245.340900,282.453409,354.040691,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,8,100,1000,29039.259900,290.392599,344.361393,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,9,100,1000,28988.744600,289.887446,344.961472,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,10,100,1000,27475.748700,274.757487,363.957325,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,11,100,1000,26701.440700,267.014407,374.511627,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,12,100,1000,27721.199100,277.211991,360.734756,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,13,100,1000,29564.970800,295.649708,338.238115,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,14,100,1000,29951.300400,299.513004,333.875320,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,15,100,1000,27920.384600,279.203846,358.161255,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,16,100,1000,27756.775600,277.567756,360.272394,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,17,100,1000,27145.611700,271.456117,368.383668,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,18,100,1000,27381.109200,273.811092,365.215300,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,19,100,1000,28305.503300,283.055033,353.288189,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,20,100,1000,26723.202000,267.232020,374.206654,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,21,100,1000,29729.101200,297.291012,336.370748,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,22,100,1000,29771.476800,297.714768,335.891970,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,23,100,1000,29111.589000,291.115890,343.505811,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,24,100,1000,28579.131900,285.791319,349.905660,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,25,100,1000,29650.013100,296.500131,337.267979,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,26,100,1000,29719.050400,297.190504,336.484506,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,27,100,1000,28379.712800,283.797128,352.364383,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,28,100,1000,27695.802700,276.958027,361.065542,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,29,100,1000,27380.861900,273.808619,365.218598,64,true,gcc-16.1,Release
windows11-mingw64,sha512,104857600,hash,30,100,1000,28679.077100,286.790771,348.686255,64,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,1,100,1000,47554.150900,475.541509,210.286585,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,2,100,1000,49051.137900,490.511379,203.868869,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,3,100,1000,49437.383100,494.373831,202.276079,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,4,100,1000,49590.612000,495.906120,201.651071,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,5,100,1000,47677.112900,476.771129,209.744244,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,6,100,1000,50417.342600,504.173426,198.344448,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash,7,100,1000,49457.320200,494.573202,202.194538,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,104857600,hash
